Season,Race,Driver,Team,Stint,Compound,NumLaps,DegRate,Intercept,MeanLapTime,WetAffected
season2023,Austin,PER,Red Bull Racing,2.0,MEDIUM,18,0.07437667698658297,102.19165600275197,101.4601111111111,False
season2023,Austin,PER,Red Bull Racing,3.0,HARD,18,0.07944375644994672,102.40789611283108,100.62955555555556,False
season2023,Austin,PIA,McLaren,1.0,MEDIUM,8,0.059583333333336715,103.11291666666668,103.138125,False
season2023,Austin,RIC,AlphaTauri,1.0,MEDIUM,20,0.031358646616542946,104.11512556390976,103.84325000000001,False
season2023,Austin,RIC,AlphaTauri,2.0,HARD,23,0.06449703557311903,104.411016798419,103.32447826086957,False
season2023,Austin,RUS,Mercedes,1.0,MEDIUM,19,0.045087719298244254,103.1325614035088,103.02352631578947,False
season2023,Austin,RUS,Mercedes,2.0,HARD,16,0.08423823529411852,102.92073676470584,102.0435,False
season2023,Austin,RUS,Mercedes,3.0,MEDIUM,16,0.0948250000000045,101.74534999999992,99.9786875,False
season2023,Austin,SAI,Ferrari,1.0,MEDIUM,15,0.08223571428570896,102.84461190476198,103.08973333333331,False
season2023,Austin,SAI,Ferrari,2.0,MEDIUM,16,0.07694117647059197,102.27505882352936,101.54849999999999,False
season2023,Austin,SAI,Ferrari,3.0,HARD,20,0.06736165413533855,102.47299097744359,100.69014999999999,False
season2023,Austin,SAR,Williams,1.0,MEDIUM,9,-0.09488333333332924,105.35296666666669,104.45366666666666,False
season2023,Austin,SAR,Williams,2.0,HARD,19,0.09963859649122517,103.29513333333333,103.18115789473683,False
season2023,Austin,SAR,Williams,3.0,MEDIUM,22,0.09556182947487368,103.04865894974594,101.79568181818182,False
season2023,Austin,STR,Aston Martin,1.0,HARD,18,-0.02373787409700956,104.69102545579638,103.86427777777777,False
season2023,Austin,STR,Aston Martin,2.0,MEDIUM,18,-0.00393601651187118,103.52277261781907,101.80394444444445,False
season2023,Austin,STR,Aston Martin,3.0,MEDIUM,14,0.05479780219780296,102.49586153846147,100.29414285714287,False
season2023,Austin,TSU,AlphaTauri,1.0,MEDIUM,15,-0.007403571428573401,104.10909880952383,103.5474666666667,False
