Season,Race,Driver,Team,LapNumber,Stint,TyreLife,Compound,FreshTyre,LapTime,Position,LapTimeFuelCorrected
season2024,Spa-Francorchamps,ALO,Aston Martin,17.0,2.0,4.0,MEDIUM,True,110.031,11.0,110.96600000000001
season2024,Spa-Francorchamps,ALO,Aston Martin,18.0,2.0,5.0,MEDIUM,True,109.962,11.0,110.952
season2024,Spa-Francorchamps,ALO,Aston Martin,19.0,2.0,6.0,MEDIUM,True,109.791,11.0,110.836
season2024,Spa-Francorchamps,ALO,Aston Martin,20.0,2.0,7.0,MEDIUM,True,111.21,12.0,112.30999999999999
season2024,Spa-Francorchamps,ALO,Aston Martin,21.0,2.0,8.0,MEDIUM,True,110.195,11.0,111.35
season2024,Spa-Francorchamps,ALO,Aston Martin,22.0,2.0,9.0,MEDIUM,True,109.932,11.0,111.142
season2024,Spa-Francorchamps,ALO,Aston Martin,23.0,2.0,10.0,MEDIUM,True,110.016,10.0,111.281
season2024,Spa-Francorchamps,ALO,Aston Martin,24.0,2.0,11.0,MEDIUM,True,109.353,10.0,110.67299999999999
season2024,Spa-Francorchamps,ALO,Aston Martin,25.0,2.0,12.0,MEDIUM,True,108.926,10.0,110.301
season2024,Spa-Francorchamps,ALO,Aston Martin,26.0,2.0,13.0,MEDIUM,True,109.254,10.0,110.68400000000001
season2024,Spa-Francorchamps,ALO,Aston Martin,27.0,2.0,14.0,MEDIUM,True,109.067,10.0,110.55199999999999
season2024,Spa-Francorchamps,ALO,Aston Martin,28.0,2.0,15.0,MEDIUM,True,109.04,10.0,110.58000000000001
season2024,Spa-Francorchamps,ALO,Aston Martin,29.0,2.0,16.0,MEDIUM,True,109.297,10.0,110.892
season2024,Spa-Francorchamps,ALO,Aston Martin,30.0,2.0,17.0,MEDIUM,True,108.872,10.0,110.522
season2024,Spa-Francorchamps,ALO,Aston Martin,31.0,2.0,18.0,MEDIUM,True,108.957,9.0,110.66199999999999
season2024,Spa-Francorchamps,ALO,Aston Martin,32.0,2.0,19.0,MEDIUM,True,108.921,9.0,110.68100000000001
season2024,Spa-Francorchamps,ALO,Aston Martin,33.0,2.0,20.0,MEDIUM,True,108.645,9.0,110.46
season2024,Spa-Francorchamps,ALO,Aston Martin,34.0,2.0,21.0,MEDIUM,True,108.979,9.0,110.849
season2024,Spa-Francorchamps,ALO,Aston Martin,35.0,2.0,22.0,MEDIUM,True,108.582,9.0,110.50699999999999
season2024,Spa-Francorchamps,ALO,Aston Martin,36.0,2.0,23.0,MEDIUM,True,108.727,9.0,110.70700000000001
season2024,Spa-Francorchamps,ALO,Aston Martin,37.0,2.0,24.0,MEDIUM,True,108.49,9.0,110.52499999999999
season2024,Spa-Francorchamps,ALO,Aston Martin,38.0,2.0,25.0,MEDIUM,True,108.414,9.0,110.504
season2024,Spa-Francorchamps,ALO,Aston Martin,39.0,2.0,26.0,MEDIUM,True,108.523,9.0,110.66799999999999
season2024,Spa-Francorchamps,ALO,Aston Martin,40.0,2.0,27.0,MEDIUM,True,108.278,9.0,110.47800000000001
season2024,Spa-Francorchamps,ALO,Aston Martin,41.0,2.0,28.0,MEDIUM,True,108.326,9.0,110.58099999999999
season2024,Spa-Francorchamps,ALO,Aston Martin,42.0,2.0,29.0,MEDIUM,True,108.051,9.0,110.361
season2024,Spa-Francorchamps,ALO,Aston Martin,43.0,2.0,30.0,MEDIUM,True,108.157,9.0,110.52199999999999
season2024,Spa-Francorchamps,ALO,Aston Martin,44.0,2.0,31.0,MEDIUM,True,108.068,9.0,110.488
season2024,Spa-Francorchamps,OCO,Alpine,2.0,1.0,2.0,MEDIUM,True,111.312,11.0,111.422
season2024,Spa-Francorchamps,OCO,Alpine,3.0,1.0,3.0,MEDIUM,True,110.518,11.0,110.683
season2024,Spa-Francorchamps,OCO,Alpine,4.0,1.0,4.0,MEDIUM,True,110.371,11.0,110.591
season2024,Spa-Francorchamps,OCO,Alpine,5.0,1.0,5.0,MEDIUM,True,110.636,11.0,110.911
season2024,Spa-Francorchamps,OCO,Alpine,6.0,1.0,6.0,MEDIUM,True,110.908,11.0,111.238
season2024,Spa-Francorchamps,OCO,Alpine,7.0,1.0,7.0,MEDIUM,True,111.095,11.0,111.48
season2024,Spa-Francorchamps,OCO,Alpine,8.0,1.0,8.0,MEDIUM,True,111.11,10.0,111.55
season2024,Spa-Francorchamps,OCO,Alpine,9.0,1.0,9.0,MEDIUM,True,111.305,10.0,111.80000000000001
season2024,Spa-Francorchamps,OCO,Alpine,10.0,1.0,10.0,MEDIUM,True,111.085,10.0,111.63499999999999
season2024,Spa-Francorchamps,OCO,Alpine,11.0,1.0,11.0,MEDIUM,True,110.932,8.0,111.537
season2024,Spa-Francorchamps,OCO,Alpine,14.0,2.0,2.0,HARD,True,109.999,16.0,110.76899999999999
season2024,Spa-Francorchamps,OCO,Alpine,16.0,2.0,4.0,HARD,True,108.997,13.0,109.877
season2024,Spa-Francorchamps,OCO,Alpine,17.0,2.0,5.0,HARD,True,109.43,13.0,110.36500000000001
season2024,Spa-Francorchamps,OCO,Alpine,18.0,2.0,6.0,HARD,True,109.48,12.0,110.47
season2024,Spa-Francorchamps,OCO,Alpine,19.0,2.0,7.0,HARD,True,109.728,12.0,110.773
season2024,Spa-Francorchamps,OCO,Alpine,20.0,2.0,8.0,HARD,True,109.499,11.0,110.59899999999999
season2024,Spa-Francorchamps,OCO,Alpine,21.0,2.0,9.0,HARD,True,109.599,10.0,110.754
season2024,Spa-Francorchamps,OCO,Alpine,22.0,2.0,10.0,HARD,True,109.428,10.0,110.63799999999999
season2024,Spa-Francorchamps,OCO,Alpine,23.0,2.0,11.0,HARD,True,109.651,9.0,110.916
season2024,Spa-Francorchamps,OCO,Alpine,24.0,2.0,12.0,HARD,True,108.745,9.0,110.065
season2024,Spa-Francorchamps,OCO,Alpine,25.0,2.0,13.0,HARD,True,108.745,9.0,110.12
season2024,Spa-Francorchamps,OCO,Alpine,26.0,2.0,14.0,HARD,True,108.517,9.0,109.947
season2024,Spa-Francorchamps,OCO,Alpine,27.0,2.0,15.0,HARD,True,108.419,9.0,109.904
season2024,Spa-Francorchamps,OCO,Alpine,28.0,2.0,16.0,HARD,True,108.555,9.0,110.09500000000001
season2024,Spa-Francorchamps,OCO,Alpine,29.0,2.0,17.0,HARD,True,108.788,9.0,110.383
season2024,Spa-Francorchamps,OCO,Alpine,32.0,3.0,2.0,HARD,True,106.992,13.0,108.75200000000001
season2024,Spa-Francorchamps,OCO,Alpine,33.0,3.0,3.0,HARD,True,107.478,13.0,109.29299999999999
season2024,Spa-Francorchamps,OCO,Alpine,34.0,3.0,4.0,HARD,True,108.3,13.0,110.17
season2024,Spa-Francorchamps,OCO,Alpine,35.0,3.0,5.0,HARD,True,109.241,12.0,111.166
season2024,Spa-Francorchamps,OCO,Alpine,36.0,3.0,6.0,HARD,True,108.983,12.0,110.96300000000001
season2024,Spa-Francorchamps,OCO,Alpine,37.0,3.0,7.0,HARD,True,109.611,12.0,111.646
season2024,Spa-Francorchamps,OCO,Alpine,38.0,3.0,8.0,HARD,True,106.958,11.0,109.048
season2024,Spa-Francorchamps,OCO,Alpine,39.0,3.0,9.0,HARD,True,107.225,11.0,109.36999999999999
season2024,Spa-Francorchamps,OCO,Alpine,40.0,3.0,10.0,HARD,True,107.364,11.0,109.56400000000001
season2024,Spa-Francorchamps,OCO,Alpine,41.0,3.0,11.0,HARD,True,107.32,10.0,109.57499999999999
season2024,Spa-Francorchamps,OCO,Alpine,42.0,3.0,12.0,HARD,True,107.175,10.0,109.485
season2024,Spa-Francorchamps,OCO,Alpine,43.0,3.0,13.0,HARD,True,106.957,10.0,109.32199999999999
season2024,Spa-Francorchamps,OCO,Alpine,44.0,3.0,14.0,HARD,True,107.528,10.0,109.94800000000001
season2024,Spa-Francorchamps,RIC,RB,2.0,1.0,2.0,SOFT,True,111.541,14.0,111.651
season2024,Spa-Francorchamps,RIC,RB,3.0,1.0,3.0,SOFT,True,111.215,14.0,111.38000000000001
season2024,Spa-Francorchamps,RIC,RB,4.0,1.0,4.0,SOFT,True,110.715,14.0,110.935
season2024,Spa-Francorchamps,RIC,RB,5.0,1.0,5.0,SOFT,True,110.314,14.0,110.589
season2024,Spa-Francorchamps,RIC,RB,6.0,1.0,6.0,SOFT,True,110.96,14.0,111.28999999999999
season2024,Spa-Francorchamps,RIC,RB,7.0,1.0,7.0,SOFT,True,111.29,14.0,111.67500000000001
season2024,Spa-Francorchamps,RIC,RB,10.0,2.0,2.0,MEDIUM,True,109.689,16.0,110.23899999999999
season2024,Spa-Francorchamps,RIC,RB,11.0,2.0,3.0,MEDIUM,True,109.945,16.0,110.55
season2024,Spa-Francorchamps,RIC,RB,12.0,2.0,4.0,MEDIUM,True,109.946,15.0,110.606
season2024,Spa-Francorchamps,RIC,RB,13.0,2.0,5.0,MEDIUM,True,109.823,13.0,110.538
season2024,Spa-Francorchamps,RIC,RB,14.0,2.0,6.0,MEDIUM,True,109.471,12.0,110.241
season2024,Spa-Francorchamps,RIC,RB,16.0,2.0,8.0,MEDIUM,True,109.495,11.0,110.375
season2024,Spa-Francorchamps,RIC,RB,17.0,2.0,9.0,MEDIUM,True,109.728,10.0,110.663
season2024,Spa-Francorchamps,RIC,RB,18.0,2.0,10.0,MEDIUM,True,109.973,10.0,110.963
season2024,Spa-Francorchamps,RIC,RB,19.0,2.0,11.0,MEDIUM,True,109.876,10.0,110.921
season2024,Spa-Francorchamps,RIC,RB,20.0,2.0,12.0,MEDIUM,True,110.202,10.0,111.30199999999999
season2024,Spa-Francorchamps,RIC,RB,23.0,3.0,2.0,SOFT,True,108.322,16.0,109.587
season2024,Spa-Francorchamps,RIC,RB,24.0,3.0,3.0,SOFT,True,108.562,15.0,109.88199999999999
season2024,Spa-Francorchamps,RIC,RB,25.0,3.0,4.0,SOFT,True,108.279,15.0,109.654
season2024,Spa-Francorchamps,RIC,RB,26.0,3.0,5.0,SOFT,True,108.229,14.0,109.659
season2024,Spa-Francorchamps,RIC,RB,27.0,3.0,6.0,SOFT,True,108.723,14.0,110.208
season2024,Spa-Francorchamps,RIC,RB,28.0,3.0,7.0,SOFT,True,108.431,14.0,109.971
season2024,Spa-Francorchamps,RIC,RB,29.0,3.0,8.0,SOFT,True,108.513,13.0,110.108
season2024,Spa-Francorchamps,RIC,RB,30.0,3.0,9.0,SOFT,True,108.221,13.0,109.87100000000001
season2024,Spa-Francorchamps,RIC,RB,31.0,3.0,10.0,SOFT,True,108.237,12.0,109.942
season2024,Spa-Francorchamps,RIC,RB,32.0,3.0,11.0,SOFT,True,107.883,12.0,109.643
season2024,Spa-Francorchamps,RIC,RB,33.0,3.0,12.0,SOFT,True,107.875,12.0,109.69
season2024,Spa-Francorchamps,RIC,RB,34.0,3.0,13.0,SOFT,True,108.412,12.0,110.28200000000001
season2024,Spa-Francorchamps,RIC,RB,35.0,3.0,14.0,SOFT,True,109.425,11.0,111.35
season2024,Spa-Francorchamps,RIC,RB,36.0,3.0,15.0,SOFT,True,108.86,11.0,110.84
season2024,Spa-Francorchamps,RIC,RB,37.0,3.0,16.0,SOFT,True,107.435,10.0,109.47
season2024,Spa-Francorchamps,RIC,RB,38.0,3.0,17.0,SOFT,True,108.079,10.0,110.169
season2024,Spa-Francorchamps,RIC,RB,39.0,3.0,18.0,SOFT,True,107.843,10.0,109.988
season2024,Spa-Francorchamps,RIC,RB,40.0,3.0,19.0,SOFT,True,107.652,10.0,109.852
season2024,Spa-Francorchamps,RIC,RB,41.0,3.0,20.0,SOFT,True,109.163,11.0,111.41799999999999
season2024,Spa-Francorchamps,RIC,RB,42.0,3.0,21.0,SOFT,True,107.685,11.0,109.995
season2024,Spa-Francorchamps,RIC,RB,43.0,3.0,22.0,SOFT,True,107.546,11.0,109.911
season2024,Spa-Francorchamps,RIC,RB,44.0,3.0,23.0,SOFT,True,107.675,11.0,110.095
season2024,Spa-Francorchamps,STR,Aston Martin,2.0,1.0,2.0,MEDIUM,True,111.654,15.0,111.764
season2024,Spa-Francorchamps,STR,Aston Martin,3.0,1.0,3.0,MEDIUM,True,111.394,15.0,111.55900000000001
season2024,Spa-Francorchamps,STR,Aston Martin,4.0,1.0,4.0,MEDIUM,True,110.819,15.0,111.039
season2024,Spa-Francorchamps,STR,Aston Martin,5.0,1.0,5.0,MEDIUM,True,110.495,15.0,110.77000000000001
season2024,Spa-Francorchamps,STR,Aston Martin,6.0,1.0,6.0,MEDIUM,True,110.923,15.0,111.253
season2024,Spa-Francorchamps,STR,Aston Martin,7.0,1.0,7.0,MEDIUM,True,111.234,15.0,111.619
season2024,Spa-Francorchamps,STR,Aston Martin,8.0,1.0,8.0,MEDIUM,True,111.57,14.0,112.00999999999999
season2024,Spa-Francorchamps,STR,Aston Martin,9.0,1.0,9.0,MEDIUM,True,111.335,12.0,111.83
season2024,Spa-Francorchamps,STR,Aston Martin,10.0,1.0,10.0,MEDIUM,True,111.251,12.0,111.801
season2024,Spa-Francorchamps,STR,Aston Martin,11.0,1.0,11.0,MEDIUM,True,110.762,9.0,111.367
season2024,Spa-Francorchamps,STR,Aston Martin,14.0,2.0,2.0,MEDIUM,True,109.194,18.0,109.964
season2024,Spa-Francorchamps,STR,Aston Martin,16.0,2.0,4.0,MEDIUM,True,109.684,17.0,110.564
season2024,Spa-Francorchamps,STR,Aston Martin,17.0,2.0,5.0,MEDIUM,True,109.711,17.0,110.646
season2024,Spa-Francorchamps,STR,Aston Martin,18.0,2.0,6.0,MEDIUM,True,109.81,16.0,110.8
season2024,Spa-Francorchamps,STR,Aston Martin,19.0,2.0,7.0,MEDIUM,True,110.086,16.0,111.131
season2024,Spa-Francorchamps,STR,Aston Martin,20.0,2.0,8.0,MEDIUM,True,110.632,15.0,111.732
season2024,Spa-Francorchamps,STR,Aston Martin,21.0,2.0,9.0,MEDIUM,True,109.579,15.0,110.734
season2024,Spa-Francorchamps,STR,Aston Martin,22.0,2.0,10.0,MEDIUM,True,109.507,14.0,110.717
season2024,Spa-Francorchamps,STR,Aston Martin,23.0,2.0,11.0,MEDIUM,True,109.574,14.0,110.839
season2024,Spa-Francorchamps,STR,Aston Martin,24.0,2.0,12.0,MEDIUM,True,109.81,13.0,111.13
season2024,Spa-Francorchamps,STR,Aston Martin,25.0,2.0,13.0,MEDIUM,True,109.549,13.0,110.924
season2024,Spa-Francorchamps,STR,Aston Martin,26.0,2.0,14.0,MEDIUM,True,109.528,13.0,110.95800000000001
season2024,Spa-Francorchamps,STR,Aston Martin,27.0,2.0,15.0,MEDIUM,True,109.62,13.0,111.105
season2024,Spa-Francorchamps,STR,Aston Martin,28.0,2.0,16.0,MEDIUM,True,109.339,12.0,110.879
season2024,Spa-Francorchamps,STR,Aston Martin,29.0,2.0,17.0,MEDIUM,True,109.122,12.0,110.717
season2024,Spa-Francorchamps,STR,Aston Martin,30.0,2.0,18.0,MEDIUM,True,108.849,12.0,110.49900000000001
season2024,Spa-Francorchamps,STR,Aston Martin,31.0,2.0,19.0,MEDIUM,True,108.928,11.0,110.633
season2024,Spa-Francorchamps,STR,Aston Martin,32.0,2.0,20.0,MEDIUM,True,108.865,11.0,110.625
season2024,Spa-Francorchamps,STR,Aston Martin,33.0,2.0,21.0,MEDIUM,True,108.845,11.0,110.66
season2024,Spa-Francorchamps,STR,Aston Martin,34.0,2.0,22.0,MEDIUM,True,109.135,11.0,111.00500000000001
season2024,Spa-Francorchamps,STR,Aston Martin,35.0,2.0,23.0,MEDIUM,True,109.297,10.0,111.222
season2024,Spa-Francorchamps,STR,Aston Martin,36.0,2.0,24.0,MEDIUM,True,108.973,10.0,110.953
season2024,Spa-Francorchamps,STR,Aston Martin,37.0,2.0,25.0,MEDIUM,True,110.136,11.0,112.17099999999999
season2024,Spa-Francorchamps,STR,Aston Martin,38.0,2.0,26.0,MEDIUM,True,109.703,12.0,111.793
season2024,Spa-Francorchamps,STR,Aston Martin,39.0,2.0,27.0,MEDIUM,True,108.933,12.0,111.078
season2024,Spa-Francorchamps,STR,Aston Martin,40.0,2.0,28.0,MEDIUM,True,109.032,12.0,111.232
season2024,Spa-Francorchamps,STR,Aston Martin,41.0,2.0,29.0,MEDIUM,True,108.766,12.0,111.021
season2024,Spa-Francorchamps,STR,Aston Martin,42.0,2.0,30.0,MEDIUM,True,108.839,12.0,111.149
season2024,Spa-Francorchamps,STR,Aston Martin,43.0,2.0,31.0,MEDIUM,True,108.195,12.0,110.55999999999999
season2024,Spa-Francorchamps,STR,Aston Martin,44.0,2.0,32.0,MEDIUM,True,108.105,12.0,110.525
season2024,Spa-Francorchamps,ALB,Williams,2.0,1.0,2.0,MEDIUM,True,111.283,10.0,111.393
season2024,Spa-Francorchamps,ALB,Williams,3.0,1.0,3.0,MEDIUM,True,110.2,10.0,110.36500000000001
season2024,Spa-Francorchamps,ALB,Williams,4.0,1.0,4.0,MEDIUM,True,110.31,10.0,110.53
season2024,Spa-Francorchamps,ALB,Williams,5.0,1.0,5.0,MEDIUM,True,110.723,10.0,110.998
season2024,Spa-Francorchamps,ALB,Williams,6.0,1.0,6.0,MEDIUM,True,111.027,10.0,111.357
season2024,Spa-Francorchamps,ALB,Williams,7.0,1.0,7.0,MEDIUM,True,110.906,10.0,111.29100000000001
season2024,Spa-Francorchamps,ALB,Williams,10.0,2.0,2.0,MEDIUM,True,109.702,15.0,110.252
season2024,Spa-Francorchamps,ALB,Williams,11.0,2.0,3.0,MEDIUM,True,109.954,15.0,110.559
season2024,Spa-Francorchamps,ALB,Williams,12.0,2.0,4.0,MEDIUM,True,110.126,14.0,110.786
season2024,Spa-Francorchamps,ALB,Williams,13.0,2.0,5.0,MEDIUM,True,110.375,12.0,111.09
season2024,Spa-Francorchamps,ALB,Williams,14.0,2.0,6.0,MEDIUM,True,110.518,11.0,111.288
season2024,Spa-Francorchamps,ALB,Williams,16.0,2.0,8.0,MEDIUM,True,110.265,10.0,111.145
season2024,Spa-Francorchamps,ALB,Williams,17.0,2.0,9.0,MEDIUM,True,110.044,9.0,110.979
season2024,Spa-Francorchamps,ALB,Williams,18.0,2.0,10.0,MEDIUM,True,109.892,9.0,110.88199999999999
season2024,Spa-Francorchamps,ALB,Williams,19.0,2.0,11.0,MEDIUM,True,110.002,9.0,111.047
season2024,Spa-Francorchamps,ALB,Williams,20.0,2.0,12.0,MEDIUM,True,110.235,9.0,111.335
season2024,Spa-Francorchamps,ALB,Williams,21.0,2.0,13.0,MEDIUM,True,109.806,9.0,110.961
season2024,Spa-Francorchamps,ALB,Williams,22.0,2.0,14.0,MEDIUM,True,110.042,9.0,111.252
season2024,Spa-Francorchamps,ALB,Williams,25.0,3.0,2.0,HARD,True,108.175,16.0,109.55
season2024,Spa-Francorchamps,ALB,Williams,26.0,3.0,3.0,HARD,True,109.172,16.0,110.602
season2024,Spa-Francorchamps,ALB,Williams,27.0,3.0,4.0,HARD,True,108.587,15.0,110.072
season2024,Spa-Francorchamps,ALB,Williams,28.0,3.0,5.0,HARD,True,108.879,15.0,110.41900000000001
season2024,Spa-Francorchamps,ALB,Williams,29.0,3.0,6.0,HARD,True,108.41,14.0,110.005
season2024,Spa-Francorchamps,ALB,Williams,30.0,3.0,7.0,HARD,True,108.149,14.0,109.799
season2024,Spa-Francorchamps,ALB,Williams,31.0,3.0,8.0,HARD,True,108.138,13.0,109.843
season2024,Spa-Francorchamps,ALB,Williams,32.0,3.0,9.0,HARD,True,109.009,14.0,110.769
season2024,Spa-Francorchamps,ALB,Williams,33.0,3.0,10.0,HARD,True,108.303,14.0,110.118
season2024,Spa-Francorchamps,ALB,Williams,34.0,3.0,11.0,HARD,True,108.215,14.0,110.08500000000001
season2024,Spa-Francorchamps,ALB,Williams,35.0,3.0,12.0,HARD,True,108.294,13.0,110.219
season2024,Spa-Francorchamps,ALB,Williams,36.0,3.0,13.0,HARD,True,108.932,13.0,110.912
season2024,Spa-Francorchamps,ALB,Williams,37.0,3.0,14.0,HARD,True,108.797,13.0,110.832
season2024,Spa-Francorchamps,ALB,Williams,38.0,3.0,15.0,HARD,True,109.105,13.0,111.19500000000001
season2024,Spa-Francorchamps,ALB,Williams,39.0,3.0,16.0,HARD,True,108.952,13.0,111.097
season2024,Spa-Francorchamps,ALB,Williams,40.0,3.0,17.0,HARD,True,109.097,13.0,111.297
season2024,Spa-Francorchamps,ALB,Williams,41.0,3.0,18.0,HARD,True,108.732,13.0,110.987
season2024,Spa-Francorchamps,ALB,Williams,42.0,3.0,19.0,HARD,True,108.898,13.0,111.208
season2024,Spa-Francorchamps,ALB,Williams,43.0,3.0,20.0,HARD,True,108.279,13.0,110.64399999999999
season2024,Spa-Francorchamps,ALB,Williams,44.0,3.0,21.0,HARD,True,107.996,13.0,110.416
season2024,Spa-Francorchamps,GAS,Alpine,2.0,1.0,2.0,MEDIUM,True,111.273,12.0,111.383
season2024,Spa-Francorchamps,GAS,Alpine,3.0,1.0,3.0,MEDIUM,True,110.757,12.0,110.92200000000001
season2024,Spa-Francorchamps,GAS,Alpine,4.0,1.0,4.0,MEDIUM,True,110.366,12.0,110.586
season2024,Spa-Francorchamps,GAS,Alpine,5.0,1.0,5.0,MEDIUM,True,110.528,12.0,110.80300000000001
season2024,Spa-Francorchamps,GAS,Alpine,6.0,1.0,6.0,MEDIUM,True,111.092,12.0,111.422
season2024,Spa-Francorchamps,GAS,Alpine,7.0,1.0,7.0,MEDIUM,True,111.149,12.0,111.534
season2024,Spa-Francorchamps,GAS,Alpine,8.0,1.0,8.0,MEDIUM,True,111.388,11.0,111.828
season2024,Spa-Francorchamps,GAS,Alpine,11.0,2.0,2.0,HARD,True,109.589,18.0,110.194
season2024,Spa-Francorchamps,GAS,Alpine,12.0,2.0,3.0,HARD,True,109.78,17.0,110.44
season2024,Spa-Francorchamps,GAS,Alpine,13.0,2.0,4.0,HARD,True,110.048,15.0,110.763
season2024,Spa-Francorchamps,GAS,Alpine,14.0,2.0,5.0,HARD,True,110.633,15.0,111.40299999999999
season2024,Spa-Francorchamps,GAS,Alpine,16.0,2.0,7.0,HARD,True,110.113,15.0,110.993
season2024,Spa-Francorchamps,GAS,Alpine,17.0,2.0,8.0,HARD,True,109.835,14.0,110.77
season2024,Spa-Francorchamps,GAS,Alpine,18.0,2.0,9.0,HARD,True,110.051,13.0,111.041
season2024,Spa-Francorchamps,GAS,Alpine,19.0,2.0,10.0,HARD,True,109.951,13.0,110.996
season2024,Spa-Francorchamps,GAS,Alpine,20.0,2.0,11.0,HARD,True,109.883,13.0,110.98299999999999
season2024,Spa-Francorchamps,GAS,Alpine,21.0,2.0,12.0,HARD,True,110.06,12.0,111.215
season2024,Spa-Francorchamps,GAS,Alpine,22.0,2.0,13.0,HARD,True,109.953,12.0,111.163
season2024,Spa-Francorchamps,GAS,Alpine,23.0,2.0,14.0,HARD,True,109.729,12.0,110.994
season2024,Spa-Francorchamps,GAS,Alpine,24.0,2.0,15.0,HARD,True,109.508,11.0,110.82799999999999
season2024,Spa-Francorchamps,GAS,Alpine,25.0,2.0,16.0,HARD,True,109.287,11.0,110.662
season2024,Spa-Francorchamps,GAS,Alpine,26.0,2.0,17.0,HARD,True,109.336,11.0,110.766
season2024,Spa-Francorchamps,GAS,Alpine,27.0,2.0,18.0,HARD,True,109.392,11.0,110.877
season2024,Spa-Francorchamps,GAS,Alpine,30.0,3.0,2.0,HARD,True,107.418,16.0,109.06800000000001
season2024,Spa-Francorchamps,GAS,Alpine,31.0,3.0,3.0,HARD,True,108.153,16.0,109.858
season2024,Spa-Francorchamps,GAS,Alpine,32.0,3.0,4.0,HARD,True,108.213,16.0,109.973
season2024,Spa-Francorchamps,GAS,Alpine,33.0,3.0,5.0,HARD,True,108.011,16.0,109.826
season2024,Spa-Francorchamps,GAS,Alpine,34.0,3.0,6.0,HARD,True,107.89,16.0,109.76
season2024,Spa-Francorchamps,GAS,Alpine,35.0,3.0,7.0,HARD,True,107.858,16.0,109.783
season2024,Spa-Francorchamps,GAS,Alpine,36.0,3.0,8.0,HARD,True,108.241,15.0,110.221
season2024,Spa-Francorchamps,GAS,Alpine,37.0,3.0,9.0,HARD,True,108.25,15.0,110.285
season2024,Spa-Francorchamps,GAS,Alpine,38.0,3.0,10.0,HARD,True,108.553,15.0,110.643
season2024,Spa-Francorchamps,GAS,Alpine,39.0,3.0,11.0,HARD,True,108.667,15.0,110.812
season2024,Spa-Francorchamps,GAS,Alpine,40.0,3.0,12.0,HARD,True,108.507,15.0,110.70700000000001
season2024,Spa-Francorchamps,GAS,Alpine,41.0,3.0,13.0,HARD,True,107.598,14.0,109.853
season2024,Spa-Francorchamps,GAS,Alpine,42.0,3.0,14.0,HARD,True,108.398,14.0,110.708
season2024,Spa-Francorchamps,GAS,Alpine,43.0,3.0,15.0,HARD,True,107.977,14.0,110.342
season2024,Spa-Francorchamps,GAS,Alpine,44.0,3.0,16.0,HARD,True,107.896,14.0,110.316
season2024,Spa-Francorchamps,MAG,Haas F1 Team,2.0,1.0,2.0,MEDIUM,True,111.732,17.0,111.842
season2024,Spa-Francorchamps,MAG,Haas F1 Team,3.0,1.0,3.0,MEDIUM,True,111.314,17.0,111.479
season2024,Spa-Francorchamps,MAG,Haas F1 Team,4.0,1.0,4.0,MEDIUM,True,111.004,17.0,111.224
season2024,Spa-Francorchamps,MAG,Haas F1 Team,5.0,1.0,5.0,MEDIUM,True,110.787,17.0,111.06200000000001
season2024,Spa-Francorchamps,MAG,Haas F1 Team,6.0,1.0,6.0,MEDIUM,True,111.355,17.0,111.685
season2024,Spa-Francorchamps,MAG,Haas F1 Team,7.0,1.0,7.0,MEDIUM,True,111.277,16.0,111.662
season2024,Spa-Francorchamps,MAG,Haas F1 Team,8.0,1.0,8.0,MEDIUM,True,111.285,15.0,111.725
season2024,Spa-Francorchamps,MAG,Haas F1 Team,9.0,1.0,9.0,MEDIUM,True,111.189,13.0,111.684
season2024,Spa-Francorchamps,MAG,Haas F1 Team,10.0,1.0,10.0,MEDIUM,True,111.712,13.0,112.262
season2024,Spa-Francorchamps,MAG,Haas F1 Team,11.0,1.0,11.0,MEDIUM,True,111.92,12.0,112.525
season2024,Spa-Francorchamps,MAG,Haas F1 Team,12.0,1.0,12.0,MEDIUM,True,112.134,12.0,112.794
season2024,Spa-Francorchamps,MAG,Haas F1 Team,13.0,1.0,13.0,MEDIUM,True,110.993,10.0,111.708
season2024,Spa-Francorchamps,MAG,Haas F1 Team,14.0,1.0,14.0,MEDIUM,True,110.867,9.0,111.637
season2024,Spa-Francorchamps,MAG,Haas F1 Team,16.0,1.0,16.0,MEDIUM,True,110.473,9.0,111.353
season2024,Spa-Francorchamps,MAG,Haas F1 Team,19.0,2.0,2.0,HARD,True,109.093,18.0,110.138
season2024,Spa-Francorchamps,MAG,Haas F1 Team,20.0,2.0,3.0,HARD,True,109.957,18.0,111.05699999999999
season2024,Spa-Francorchamps,MAG,Haas F1 Team,21.0,2.0,4.0,HARD,True,110.385,17.0,111.54
season2024,Spa-Francorchamps,MAG,Haas F1 Team,22.0,2.0,5.0,HARD,True,110.189,15.0,111.39899999999999
season2024,Spa-Francorchamps,MAG,Haas F1 Team,23.0,2.0,6.0,HARD,True,109.372,15.0,110.637
season2024,Spa-Francorchamps,MAG,Haas F1 Team,24.0,2.0,7.0,HARD,True,109.208,14.0,110.52799999999999
season2024,Spa-Francorchamps,MAG,Haas F1 Team,25.0,2.0,8.0,HARD,True,108.861,14.0,110.236
season2024,Spa-Francorchamps,MAG,Haas F1 Team,26.0,2.0,9.0,HARD,True,109.903,15.0,111.33300000000001
season2024,Spa-Francorchamps,MAG,Haas F1 Team,27.0,2.0,10.0,HARD,True,110.071,16.0,111.556
season2024,Spa-Francorchamps,MAG,Haas F1 Team,28.0,2.0,11.0,HARD,True,108.97,16.0,110.51
