dates,closing price,volume
2020-07-15,95.56916809082031,153198000
2020-07-16,94.39319610595703,110577600
2020-07-17,94.20249938964844,92186800
2020-07-20,96.18771362304688,90318000
2020-07-21,94.86015319824219,103433200
2020-07-22,95.12664794921875,89001600
2020-07-23,90.79682159423828,197004400
2020-07-24,90.57189178466797,185438800
2020-07-27,92.71846771240234,121214000
2020-07-28,91.19534301757812,103625600
2020-07-29,92.94338989257812,90329200
2020-07-30,94.06803131103516,158130000
2020-07-31,103.91588592529297,374336800
2020-08-03,106.53431701660156,308151200
2020-08-04,107.24576568603516,173071600
2020-08-05,107.6344985961914,121776800
2020-08-06,111.38977813720703,202428800
2020-08-07,108.85726165771484,198045600
2020-08-10,110.4394760131836,212403600
2020-08-11,107.15501403808594,187902400
2020-08-12,110.71623992919922,165598000
2020-08-13,112.67564392089844,210082000
2020-08-14,112.57522583007812,165565200
2020-08-17,112.28130340576172,119561600
2020-08-18,113.2169189453125,105633600
2020-08-19,113.35897827148438,145538000
2020-08-20,115.87438201904297,126907200
2020-08-21,121.84566497802734,338054800
2020-08-24,123.302978515625,345937600
2020-08-25,122.29141998291016,211495600
2020-08-26,123.9544677734375,163022400
2020-08-27,122.4726791381836,155552400
2020-08-28,122.27428436279297,187630000
2020-08-31,126.4208755493164,225702700
2020-09-01,131.45654296875,151948100
2020-09-02,128.73297119140625,200119000
2020-09-03,118.42650604248047,257599600
2020-09-04,118.50487518310547,332607200
2020-09-08,110.53008270263672,231366600
2020-09-09,114.93875885009766,176940500
2020-09-10,111.1865005493164,182274400
2020-09-11,109.72674560546875,180860300
2020-09-14,113.01853942871094,140150100
2020-09-15,113.19489288330078,184642000
2020-09-16,109.85409545898438,154679000
2020-09-17,108.10042572021484,178011000
2020-09-18,104.67146301269531,287104900
2020-09-21,107.84569549560547,195713800
2020-09-22,109.54059600830078,183055400
2020-09-23,104.94579315185547,150718700
2020-09-24,106.0234603881836,167743300
2020-09-25,110.00105285644531,149981400
2020-09-28,112.62667083740234,137672400
2020-09-29,111.77433013916016,99382200
2020-09-30,113.45939636230469,142675200
2020-10-01,114.41950988769531,116120400
2020-10-02,110.72603607177734,144712000
2020-10-05,114.13539123535156,106243800
2020-10-06,110.86318969726562,161498200
2020-10-07,112.74423217773438,96849000
2020-10-08,112.63646697998047,83477200
2020-10-09,114.59587097167969,100506900
2020-10-12,121.87504577636719,240226800
2020-10-13,118.64202117919922,262330500
2020-10-14,118.73020935058594,150712000
2020-10-15,118.25994873046875,112559200
2020-10-16,116.60424041748047,115393800
2020-10-19,113.62596130371094,120639300
2020-10-20,115.12490844726562,124423700
2020-10-21,114.4979019165039,89946000
2020-10-22,113.40061950683594,101988000
2020-10-23,112.70503997802734,82572600
2020-10-26,112.71483612060547,111850700
2020-10-27,114.23336791992188,92276800
2020-10-28,108.94296264648438,143937800
2020-10-29,112.9793472290039,146129200
2020-10-30,106.65047454833984,190272600
2020-11-02,106.56230163574219,122866900
2020-11-03,108.19841003417969,107624400
2020-11-04,112.61685180664062,138235500
2020-11-05,116.61406707763672,126387100
2020-11-06,116.4815673828125,114457900
2020-11-09,114.1556625366211,154515300
2020-11-10,113.81217193603516,138023400
2020-11-11,117.26667785644531,112295000
2020-11-12,116.99188995361328,103162300
2020-11-13,117.04095458984375,81581900
2020-11-16,118.06160736083984,91183000
2020-11-17,117.16854095458984,74271000
2020-11-18,115.83383178710938,76322100
2020-11-19,116.43248748779297,74113000
2020-11-20,115.15668487548828,73604300
2020-11-23,111.73161315917969,127959300
2020-11-24,113.02706146240234,113874200
2020-11-25,113.87106323242188,76499200
2020-11-27,114.4206314086914,46691300
2020-11-30,116.83485412597656,169410200
2020-12-01,120.43659210205078,127728200
2020-12-02,120.78988647460938,89004200
2020-12-03,120.6524887084961,78967600
2020-12-04,119.9753189086914,78260400
2020-12-07,121.44741821289062,86712000
2020-12-08,122.0656967163086,82225500
2020-12-09,119.5140609741211,115089200
2020-12-10,120.9468994140625,81312200
2020-12-11,120.1323471069336,86939800
2020-12-14,119.5140609741211,79184500
2020-12-15,125.50057983398438,157243700
2020-12-16,125.4318618774414,98208600
2020-12-17,126.30531311035156,94359800
2020-12-18,124.30326843261719,192541500
2020-12-21,125.84402465820312,121251600
2020-12-22,129.4261474609375,168904800
2020-12-23,128.5232696533203,88223700
2020-12-24,129.51446533203125,54930100
2020-12-28,134.14663696289062,124486200
2020-12-29,132.36050415039062,121047300
2020-12-30,131.23190307617188,96452100
2020-12-31,130.2210693359375,99116600
2021-01-04,127.00212097167969,143301900
2021-01-05,128.57232666015625,97664900
2021-01-06,124.244384765625,155088000
2021-01-07,128.4839630126953,109578200
2021-01-08,129.5929718017578,105158200
2021-01-11,126.5801010131836,100384500
2021-01-12,126.40345764160156,91951100
2021-01-13,128.45455932617188,88636800
2021-01-14,126.51141357421875,90221800
2021-01-15,124.77433776855469,111598500
2021-01-19,125.45149993896484,90757300
2021-01-20,129.5733642578125,104319500
2021-01-21,134.32330322265625,120150900
2021-01-22,136.48239135742188,114459400
2021-01-25,140.2607421875,157611700
2021-01-26,140.49627685546875,98390600
2021-01-27,139.416748046875,140843800
2021-01-28,134.5391845703125,142621100
2021-01-29,129.50465393066406,177523800
2021-02-01,131.64407348632812,106239800
2021-02-02,132.478271484375,83305400
2021-02-03,131.4478302001953,89880900
2021-02-04,134.83363342285156,84183100
2021-02-05,134.41590881347656,75693800
2021-02-08,134.56332397460938,71297200
2021-02-09,133.67874145507812,76774200
2021-02-10,133.06935119628906,73046600
2021-02-11,132.8138427734375,64280000
2021-02-12,133.04969787597656,60145100
2021-02-16,130.9071044921875,80576300
2021-02-17,128.5973663330078,97918500
2021-02-18,127.48672485351562,96856700
2021-02-19,127.64397430419922,87668800
2021-02-22,123.84032440185547,103916400
2021-02-23,123.70272064208984,158273000
2021-02-24,123.20146942138672,111039900
2021-02-25,118.91621398925781,148199500
2021-02-26,119.18157196044922,164560400
2021-03-01,125.59964752197266,116307900
2021-03-02,122.97541046142578,102260900
2021-03-03,119.96786499023438,112966300
2021-03-04,118.07093811035156,178155000
2021-03-05,119.33882141113281,153766600
2021-03-08,114.36556243896484,154376600
2021-03-09,119.0145034790039,129525800
2021-03-10,117.92352294921875,111943300
2021-03-11,119.86957550048828,103026500
2021-03-12,118.95551300048828,88105100
2021-03-15,121.86478424072266,92403800
2021-03-16,123.41770935058594,115227900
2021-03-17,122.62157440185547,111932600
2021-03-18,118.4640884399414,121229700
2021-03-19,117.93334197998047,185549500
2021-03-22,121.27507019042969,111912300
2021-03-23,120.43962860107422,95467100
2021-03-24,118.0316162109375,88530500
2021-03-25,118.52305603027344,98844700
2021-03-26,119.13243103027344,94071200
2021-03-29,119.30933380126953,80819200
2021-03-30,117.84489440917969,85671900
2021-03-31,120.05632781982422,118323800
2021-04-01,120.89175415039062,75089100
2021-04-05,123.74205780029297,88651200
2021-04-06,124.04670715332031,80171300
2021-04-07,125.707763671875,83466700
2021-04-08,128.1256103515625,88844600
2021-04-09,130.72035217285156,106686700
2021-04-12,128.9905242919922,91420000
2021-04-13,132.12582397460938,91266500
2021-04-14,129.7669677734375,87222800
2021-04-15,132.19464111328125,89347100
2021-04-16,131.8604278564453,84922400
2021-04-19,132.52882385253906,94264200
2021-04-20,130.8284454345703,94812300
2021-04-21,131.21176147460938,68847100
2021-04-22,129.67849731445312,84566500
2021-04-23,132.01771545410156,78657500
2021-04-26,132.41087341308594,66905100
2021-04-27,132.0865020751953,66015800
2021-04-28,131.29039001464844,107760100
2021-04-29,131.19210815429688,151101000
2021-04-30,129.20675659179688,109839500
2021-05-03,130.26821899414062,75135100
2021-05-04,125.65862274169922,137564700
2021-05-05,125.90433502197266,84000900
2021-05-06,127.5162353515625,78128300
2021-05-07,128.195556640625,78973300
2021-05-10,124.88752746582031,88071200
2021-05-11,123.96207427978516,126142800
2021-05-12,120.87063598632812,112172300
2021-05-13,123.03660583496094,105861300
2021-05-14,125.47823333740234,81918000
2021-05-17,124.3165054321289,74244600
2021-05-18,122.91846466064453,63342900
2021-05-19,122.76095581054688,92612000
2021-05-20,125.34041595458984,76857100
2021-05-21,123.48949432373047,79295400
2021-05-24,125.1336669921875,63092900
2021-05-25,124.93675994873047,72009500
2021-05-26,124.88752746582031,56575900
2021-05-27,123.3418197631836,94625600
2021-05-28,122.68217468261719,71311100
2021-06-01,122.3572998046875,67637100
2021-06-02,123.12522888183594,59278900
2021-06-03,121.62873840332031,76229200
2021-06-04,123.94237518310547,75169300
2021-06-07,123.9522476196289,71057600
2021-06-08,124.77922821044922,74403800
2021-06-09,125.16319274902344,56877900
2021-06-10,124.15898132324219,71186400
2021-06-11,125.37979888916016,53522400
2021-06-14,128.4613800048828,96906500
2021-06-15,127.63436889648438,62746300
2021-06-16,128.1364288330078,91815000
2021-06-17,129.75108337402344,96721700
2021-06-18,128.44171142578125,108953300
2021-06-21,130.25318908691406,79663300
2021-06-22,131.9071807861328,74783600
2021-06-23,131.6315460205078,60214200
2021-06-24,131.3460235595703,68711000
2021-06-25,131.05067443847656,70783700
2021-06-28,132.69483947753906,62111300
2021-06-29,134.22088623046875,64556100
2021-06-30,134.8411407470703,63261400
2021-07-01,135.1463165283203,52485800
2021-07-02,137.7947235107422,78852600
2021-07-06,139.82286071777344,108181800
2021-07-07,142.33340454101562,104911600
2021-07-08,141.0239715576172,105575500
2021-07-09,142.8650360107422,99890800
2021-07-12,142.26443481445312,76299700
2021-07-13,143.38682556152344,100827100
2021-07-14,146.84251403808594,127050800
2021-07-15,146.18289184570312,106820300
2021-07-16,144.125244140625,93251400
2021-07-19,140.2461700439453,121434600
2021-07-20,143.88893127441406,96350000
2021-07-21,143.1505584716797,74993500
2021-07-22,144.5288848876953,77338200
2021-07-23,146.2616424560547,71447400
2021-07-26,146.68499755859375,72434100
2021-07-27,144.49937438964844,104818600
2021-07-28,142.73704528808594,118931200
2021-07-29,143.38682556152344,56699500
2021-07-30,143.60340881347656,70440600
2021-08-02,143.2686767578125,62880000
2021-08-03,145.08021545410156,64786600
2021-08-04,144.6765594482422,56368300
2021-08-05,144.7848358154297,46397700
2021-08-06,144.0946807861328,54126800
2021-08-09,144.04534912109375,48908700
2021-08-10,143.5622100830078,69023100
2021-08-11,143.81858825683594,48493500
2021-08-12,146.80618286132812,72282600
2021-08-13,147.0132598876953,59375000
2021-08-16,149.00497436523438,103296000
2021-08-17,148.08795166015625,92229700
2021-08-18,144.31158447265625,86326000
2021-08-19,144.64682006835938,86960300
2021-08-20,146.11598205566406,60549600
2021-08-23,147.61471557617188,60131800
2021-08-24,147.5259552001953,48606400
2021-08-25,146.28359985351562,58991300
2021-08-26,145.47508239746094,48597200
2021-08-27,146.52024841308594,55802400
2021-08-30,150.97695922851562,90956700
2021-08-31,149.70504760742188,86453100
2021-09-01,150.37548828125,80313700
2021-09-02,151.49957275390625,71115500
2021-09-03,152.1404571533203,57808700
2021-09-07,154.49700927734375,82278300
2021-09-08,152.9391632080078,74420200
2021-09-09,151.91368103027344,57305700
2021-09-10,146.8850555419922,140893200
2021-09-13,147.45693969726562,102404300
2021-09-14,146.04693603515625,109296300
2021-09-15,146.9442138671875,83281300
2021-09-16,146.70758056640625,68034100
2021-09-17,144.01577758789062,129868800
2021-09-20,140.93943786621094,123478900
2021-09-21,141.42259216308594,75834000
2021-09-22,143.80874633789062,76404300
2021-09-23,144.77500915527344,64838200
2021-09-24,144.86373901367188,53477900
2021-09-27,143.33543395996094,74150700
2021-09-28,139.92384338378906,108972300
2021-09-29,140.8309783935547,74602000
2021-09-30,139.51959228515625,89056700
2021-10-01,140.65350341796875,94639600
2021-10-04,137.192626953125,98322000
2021-10-05,139.13507080078125,80861100
2021-10-06,140.01260375976562,83221100
2021-10-07,141.28457641601562,61732700
2021-10-08,140.9000244140625,58773200
2021-10-11,140.811279296875,64452200
2021-10-12,139.52944946289062,73035900
2021-10-13,138.93788146972656,78762700
2021-10-14,141.74798583984375,69907100
2021-10-15,142.81283569335938,67940300
2021-10-18,144.4989471435547,85589200
2021-10-19,146.67799377441406,76378900
2021-10-20,147.17100524902344,58418800
2021-10-21,147.38792419433594,61421000
2021-10-22,146.60899353027344,58883400
2021-10-25,146.55967712402344,50720600
2021-10-26,147.2301483154297,60893400
2021-10-27,146.76673889160156,56094900
2021-10-28,150.4346923828125,100077900
2021-10-29,147.7034454345703,124953200
2021-11-01,146.8751983642578,74588300
2021-11-02,147.92034912109375,69122000
2021-11-03,149.36978149414062,54511500
2021-11-04,148.8472137451172,60394600
2021-11-05,149.38043212890625,65463900
2021-11-08,148.5509490966797,55020900
2021-11-09,148.9163360595703,56787900
2021-11-10,146.0626220703125,65187100
2021-11-11,146.01324462890625,41000000
2021-11-12,148.10662841796875,63804000
2021-11-15,148.1165008544922,59222800
2021-11-16,149.1039581298828,59256200
2021-11-17,151.5626983642578,88807000
2021-11-18,155.88766479492188,137827700
2021-11-19,158.53402709960938,117305600
2021-11-22,158.9981231689453,117467900
2021-11-23,159.38323974609375,96041900
2021-11-24,159.90658569335938,69463600
2021-11-26,154.84097290039062,76959800
2021-11-29,158.22793579101562,88748200
2021-11-30,163.22438049316406,174048100
2021-12-01,162.7010498046875,152052500
2021-12-02,161.70370483398438,136739200
2021-12-03,159.80783081054688,118023100
2021-12-06,163.244140625,107497000
2021-12-07,169.03053283691406,120405400
2021-12-08,172.88157653808594,116998900
2021-12-09,172.3681182861328,108923700
2021-12-10,177.19668579101562,115402700
2021-12-13,173.53329467773438,153237000
2021-12-14,172.1409912109375,139380400
2021-12-15,177.048583984375,131063300
2021-12-16,170.09701538085938,150185800
2021-12-17,168.99105834960938,195432700
2021-12-20,167.61851501464844,107499100
2021-12-21,170.81781005859375,91185900
2021-12-22,173.4345703125,92135300
2021-12-23,174.0665283203125,68356600
2021-12-27,178.06565856933594,74919600
2021-12-28,177.03871154785156,79144300
2021-12-29,177.1276092529297,62348900
2021-12-30,175.96240234375,59773000
2021-12-31,175.34033203125,64062300
2022-01-03,179.72454833984375,104487900
2022-01-04,177.44357299804688,99310400
2022-01-05,172.7235870361328,94537600
2022-01-06,169.8402557373047,96904000
2022-01-07,170.00811767578125,86709100
2022-01-10,170.0278778076172,106765600
2022-01-11,172.88157653808594,76138300
2022-01-12,173.325927734375,74805200
2022-01-13,170.0278778076172,84505800
2022-01-14,170.89683532714844,80440800
2022-01-18,167.66787719726562,90956700
2022-01-19,164.14271545410156,94815000
2022-01-20,162.44430541992188,91420500
2022-01-21,160.37066650390625,122848900
2022-01-24,159.59059143066406,162294600
2022-01-25,157.773681640625,115798400
2022-01-26,157.684814453125,108275300
2022-01-27,157.220703125,121954600
2022-01-28,168.1912078857422,179935700
2022-01-31,172.58535766601562,115541600
2022-02-01,172.41746520996094,86213900
2022-02-02,173.6320343017578,84914300
2022-02-03,170.7289276123047,89418100
2022-02-04,170.4422149658203,82465400
2022-02-07,169.72047424316406,77251200
2022-02-08,172.8546600341797,74829200
2022-02-09,174.28826904296875,71285000
2022-02-10,170.17527770996094,90865900
2022-02-11,166.73460388183594,98670700
2022-02-14,166.97189331054688,86185500
2022-02-15,170.8376922607422,62527400
2022-02-16,170.60043334960938,61177400
2022-02-17,166.97189331054688,69589300
2022-02-18,165.4097442626953,82772700
2022-02-22,162.4634246826172,91162800
2022-02-23,158.2614288330078,90009200
2022-02-24,160.90126037597656,141147500
2022-02-25,162.98744201660156,91974200
2022-02-28,163.25437927246094,95056600
2022-03-01,161.35606384277344,83474400
2022-03-02,164.6781005859375,79724800
2022-03-03,164.3518524169922,76678400
2022-03-04,161.32640075683594,83737200
2022-03-07,157.5001220703125,96418800
2022-03-08,155.66116333007812,131148300
2022-03-09,161.10888671875,91454900
2022-03-10,156.72897338867188,105342000
2022-03-11,152.9817657470703,96970100
2022-03-14,148.91819763183594,108732100
2022-03-15,153.3376922607422,92964300
2022-03-16,157.786865234375,102300200
2022-03-17,158.8052215576172,75615400
2022-03-18,162.12725830078125,123511700
2022-03-21,163.5114288330078,95811400
2022-03-22,166.91258239746094,81532000
2022-03-23,168.286865234375,98062700
2022-03-24,172.103271484375,90131400
2022-03-25,172.74591064453125,80546200
2022-03-28,173.615966796875,90371900
2022-03-29,176.93801879882812,100589400
2022-03-30,175.76144409179688,92633200
2022-03-31,172.63714599609375,103049300
2022-04-01,172.34054565429688,78751300
2022-04-04,176.42388916015625,76468400
2022-04-05,173.08206176757812,73401800
2022-04-06,169.88858032226562,89058800
2022-04-07,170.19508361816406,77594700
2022-04-08,168.16822814941406,76575500
2022-04-11,163.8772430419922,72246700
2022-04-12,165.7656707763672,79265200
2022-04-13,168.47471618652344,70618900
2022-04-14,163.4224395751953,75329400
2022-04-18,163.20494079589844,69023900
2022-04-19,165.5085906982422,67723800
2022-04-20,165.34051513671875,67929800
2022-04-21,164.5397186279297,87227800
2022-04-22,159.9619903564453,84882400
2022-04-25,161.03970336914062,96046400
2022-04-26,155.02838134765625,95623200
2022-04-27,154.80101013183594,88063200
2022-04-28,161.79110717773438,130216800
2022-04-29,155.8687744140625,131747600
2022-05-02,156.17526245117188,123055300
2022-05-03,157.67808532714844,88966500
2022-05-04,164.1442108154297,108256500
2022-05-05,154.99871826171875,130525300
2022-05-06,155.7314453125,116124600
2022-05-09,150.5628204345703,131577900
2022-05-10,152.98870849609375,115366700
2022-05-11,145.05755615234375,142689800
2022-05-12,141.15635681152344,182602000
2022-05-13,145.6615753173828,113990900
2022-05-16,144.10702514648438,86643800
2022-05-17,147.7705841064453,78336300
2022-05-18,139.43348693847656,109742900
2022-05-19,135.99766540527344,136095600
2022-05-20,136.23529052734375,137426100
2022-05-23,141.70095825195312,117726300
2022-05-24,138.97802734375,104132700
2022-05-25,139.13644409179688,92482700
2022-05-26,142.36434936523438,90601500
2022-05-27,148.16664123535156,90978500
2022-05-31,147.37452697753906,103718400
2022-06-01,147.24581909179688,74286600
2022-06-02,149.72120666503906,72348100
2022-06-03,143.94859313964844,88570300
2022-06-06,144.70111083984375,71598400
2022-06-07,147.24581909179688,67808200
2022-06-08,146.50318908691406,53950200
2022-06-09,141.23556518554688,69473000
2022-06-10,135.77984619140625,91437900
2022-06-13,130.58154296875,122207100
2022-06-14,131.45285034179688,84784300
2022-06-15,134.0965576171875,91533000
2022-06-16,128.77943420410156,108123900
2022-06-17,130.26466369628906,134520300
2022-06-21,134.5322265625,81000500
2022-06-22,134.01736450195312,73409200
2022-06-23,136.9086151123047,72433800
2022-06-24,140.26522827148438,89116800
2022-06-27,140.26522827148438,70207900
2022-06-28,136.0867919921875,67083400
2022-06-29,137.85914611816406,66242400
2022-06-30,135.37387084960938,98964500
2022-07-01,137.5620880126953,71051600
2022-07-05,140.16619873046875,73353800
2022-07-06,141.51280212402344,74064300
2022-07-07,144.9090576171875,66253700
2022-07-08,145.5922393798828,64547800
2022-07-11,143.443603515625,63141600
2022-07-12,144.4238739013672,77588800
2022-07-13,144.05752563476562,71185600
2022-07-14,147.00814819335938,78140700
2022-07-15,148.69143676757812,76259900
2022-07-18,145.62196350097656,81420900
2022-07-19,149.5132598876953,82982400
2022-07-20,151.53318786621094,64823400
2022-07-21,153.8204345703125,65086600
2022-07-22,152.5728302001953,66675400
2022-07-25,151.44406127929688,53623900
2022-07-26,150.10736083984375,55138700
2022-07-27,155.2462615966797,78620700
2022-07-28,155.80075073242188,81378700
2022-07-29,160.90992736816406,101786900
2022-08-01,159.9197540283203,67829400
2022-08-02,158.4345245361328,59907000
2022-08-03,164.4943084716797,82507500
2022-08-04,164.1774444580078,55474100
2022-08-05,163.94940185546875,56697000
2022-08-08,163.4734344482422,60276900
2022-08-09,163.52304077148438,63135500
2022-08-10,167.80645751953125,70170500
2022-08-11,167.06280517578125,57149200
2022-08-12,170.64222717285156,68039400
2022-08-15,171.72300720214844,54091700
2022-08-16,171.5643310546875,56377100
2022-08-17,173.0714569091797,79542000
2022-08-18,172.6748504638672,62290100
2022-08-19,170.06712341308594,70346300
2022-08-22,166.15057373046875,69026800
2022-08-23,165.81344604492188,54147100
2022-08-24,166.11093139648438,53841500
2022-08-25,168.5897674560547,51218200
2022-08-26,162.23403930664062,78961000
2022-08-29,160.0130157470703,73314000
2022-08-30,157.56394958496094,77906200
2022-08-31,155.88827514648438,87991100
2022-09-01,156.62197875976562,74229900
2022-09-02,154.49020385742188,76957800
2022-09-06,153.22103881835938,73714800
2022-09-07,154.638916015625,87449600
2022-09-08,153.15162658691406,84923800
2022-09-09,156.03697204589844,68028800
2022-09-12,162.04563903808594,104956000
2022-09-13,152.53688049316406,122656600
2022-09-14,153.9944305419922,87965400
2022-09-15,151.07933044433594,90481100
2022-09-16,149.4234619140625,162278800
2022-09-19,153.17144775390625,81474200
2022-09-20,155.57095336914062,107689800
2022-09-21,152.4178924560547,101696800
2022-09-22,151.44622802734375,86652500
2022-09-23,149.15574645996094,96029900
2022-09-26,149.49290466308594,93339400
2022-09-27,150.47451782226562,84442700
2022-09-28,148.57073974609375,146691400
2022-09-29,141.2731170654297,128138200
2022-09-30,137.02935791015625,124925300
2022-10-03,141.24334716796875,114311700
2022-10-04,144.86244201660156,87830100
2022-10-05,145.15988159179688,79471000
2022-10-06,144.19813537597656,68402200
2022-10-07,138.9033660888672,85925600
2022-10-10,139.23056030273438,74899000
2022-10-11,137.802734375,77033700
2022-10-12,137.16818237304688,70433700
2022-10-13,141.77879333496094,113224000
2022-10-14,137.2078399658203,88598000
2022-10-17,141.20370483398438,85250900
2022-10-18,142.53237915039062,99136600
2022-10-19,142.6414337158203,61758300
2022-10-20,142.1754150390625,64522000
2022-10-21,146.02255249023438,86548600
2022-10-24,148.18408203125,75981900
2022-10-25,151.04959106445312,74732300
2022-10-26,148.0849151611328,88194300
2022-10-27,143.57345581054688,109180200
2022-10-28,154.42080688476562,164762400
2022-10-31,152.0411376953125,97943200
2022-11-01,149.37388610839844,80379300
2022-11-02,143.801513671875,93604600
2022-11-03,137.70359802246094,97918500
2022-11-04,137.43545532226562,140814800
2022-11-07,137.9717559814453,83374600
2022-11-08,138.54782104492188,89908500
2022-11-09,133.94940185546875,74917800
2022-11-10,145.86749267578125,118854000
2022-11-11,148.6781768798828,93979700
2022-11-14,147.26788330078125,73374100
2022-11-15,149.01585388183594,89868300
2022-11-16,147.77438354492188,64218300
2022-11-17,149.6912384033203,80389400
2022-11-18,150.25730895996094,74829600
2022-11-21,146.99972534179688,58724100
2022-11-22,149.15489196777344,51804100
2022-11-23,150.03883361816406,58301400
2022-11-25,147.0990447998047,35195900
2022-11-28,143.23558044433594,69246000
2022-11-29,140.20640563964844,83763800
2022-11-30,147.0195770263672,111380900
2022-12-01,147.2976837158203,71250400
2022-12-02,146.8011016845703,65447400
2022-12-05,145.629150390625,68826400
2022-12-06,141.93453979492188,64727200
2022-12-07,139.9779815673828,69721100
2022-12-08,141.67630004882812,62128300
2022-12-09,141.18966674804688,76097000
2022-12-12,143.50375366210938,70462700
2022-12-13,144.47706604003906,93886200
2022-12-14,142.23248291015625,82291200
2022-12-15,135.5682830810547,98931900
2022-12-16,133.59185791015625,160156900
2022-12-19,131.4664764404297,79592600
2022-12-20,131.39695739746094,77432800
2022-12-21,134.5254364013672,85928000
2022-12-22,131.32742309570312,77852100
2022-12-23,130.95994567871094,63814900
2022-12-27,129.14242553710938,69007800
2022-12-28,125.17967224121094,85438400
2022-12-29,128.7252960205078,75703700
2022-12-30,129.04312133789062,77034200
2023-01-03,124.21630096435547,112117500
2023-01-04,125.49749755859375,89113600
2023-01-05,124.16664123535156,80962700
2023-01-06,128.73521423339844,87754700
2023-01-09,129.26161193847656,70790800
2023-01-10,129.83766174316406,63896200
2023-01-11,132.57884216308594,69458900
2023-01-12,132.49935913085938,71379600
2023-01-13,133.8401641845703,57809700
2023-01-17,135.01210021972656,63646600
2023-01-18,134.28709411621094,69672800
2023-01-19,134.34669494628906,58280400
2023-01-20,136.92892456054688,80223600
2023-01-23,140.14682006835938,81760300
2023-01-24,141.55712890625,66435100
2023-01-25,140.8916778564453,65799300
2023-01-26,142.9773712158203,54105100
2023-01-27,144.9339141845703,70555800
2023-01-30,142.02392578125,64015300
2023-01-31,143.3050994873047,65874500
2023-02-01,144.4373321533203,77663600
2023-02-02,149.79055786132812,118339000
2023-02-03,153.44540405273438,154357300
2023-02-06,150.69432067871094,69858300
2023-02-07,153.59439086914062,83322600
2023-02-08,150.88302612304688,64120100
2023-02-09,149.84019470214844,56007100
2023-02-10,150.20822143554688,57450700
2023-02-13,153.03317260742188,62199000
2023-02-14,152.3865966796875,61707600
2023-02-15,154.50527954101562,65573800
2023-02-16,152.89389038085938,68167900
2023-02-17,151.7400665283203,59144100
2023-02-21,147.69166564941406,58867200
2023-02-22,148.11936950683594,51011300
2023-02-23,148.6067657470703,48394200
2023-02-24,145.9310760498047,55469600
2023-02-27,147.1346435546875,44998500
2023-02-28,146.62733459472656,50547000
2023-03-01,144.5384979248047,55479000
2023-03-02,145.1353302001953,52238100
2023-03-03,150.22813415527344,70732300
2023-03-06,153.01327514648438,87558000
2023-03-07,150.7951202392578,56182000
2023-03-08,152.058349609375,47204800
2023-03-09,149.79046630859375,53833600
2023-03-10,147.71156311035156,68572400
2023-03-13,149.67111206054688,84457100
2023-03-14,151.7798309326172,73695900
2023-03-15,152.17771911621094,77167900
2023-03-16,155.0225372314453,76161100
